fecha,usd,eur
2024-09-18,36.7789,40.89041323
2024-09-19,36.8013,40.96794318
2024-09-20,36.823,41.03702412
2024-09-23,36.813,40.96440201
2024-09-24,36.8105,41.06800243
2024-09-25,36.8507,41.13311984
2024-09-26,36.8655,41.17839484
2024-09-27,36.9086,41.23354974
2024-09-30,36.9227,41.18690262
2024-10-01,36.9187,40.84463455
2024-10-02,36.9812,40.82650517
2024-10-03,36.9855,40.74100767
2024-10-04,37.0358,40.60419933
2024-10-07,37.0397,40.64884836
2024-10-08,37.074,40.66498764
2024-10-09,37.5295,41.10531076
2024-10-10,37.6502,41.133973
2024-10-11,38.8857,42.57634178
2024-10-14,38.888,42.43691888
2024-10-15,38.9179,42.44230502
2024-10-16,39.0116,42.44071964
2024-10-17,39.1344,42.37511966
2024-10-18,39.1699,42.52793552
2024-10-21,39.1813,42.41767538
2024-10-22,39.323,42.51366822
2024-10-23,39.4617,42.53695028
2024-10-24,40.8803,44.14704477
2024-10-25,41.0429,44.42319324
2024-10-28,41.7361,45.17849352
2024-10-29,42.2256,45.5614224
2024-10-30,42.5622,46.19828874
2024-10-31,42.7101,46.36651166
2024-11-01,42.8569,46.51516498
2024-11-05,43.4576,47.4013772
2024-11-06,43.7822,46.95903643
2024-11-07,44.1861,47.80803461
2024-11-08,44.7035,48.05536843
2024-11-11,44.7544,47.61957668
2024-11-12,44.9289,47.70999891
2024-11-13,45.053,47.60795563
2024-11-14,45.507,48.07177452
2024-11-15,45.7894,48.25699076
2024-11-19,45.841,48.53736762
2024-11-20,46.0588,48.49623169
2024-11-21,46.3273,48.74512178
2024-11-22,46.6176,48.54337305
2024-11-25,46.6427,48.93332299
2024-11-26,46.7537,49.07735889
2024-11-27,46.8554,49.40058532
2024-11-28,47.3138,49.92079038
2024-11-29,47.6074,50.26389292
2024-12-02,47.7293,50.00121468
2024-12-03,47.8552,50.33409936
2024-12-04,48.1183,50.71187637
2024-12-05,48.3265,51.01586972
2024-12-06,48.7903,51.49181891
2024-12-09,48.8695,51.66972235
2024-12-10,49.1111,51.70907719
2024-12-11,49.4757,51.9712543
2024-12-12,49.9068,52.47949554
2024-12-13,50.3319,52.76997723
2024-12-16,50.371,52.83212706
2024-12-17,50.5419,53.04220779
2024-12-18,50.9545,53.44006051
2024-12-19,51.3504,53.405443
2024-12-20,51.5398,53.60912297
2024-12-23,51.64,53.6735832
2024-12-26,51.7659,53.85931299
2024-12-27,51.9345,54.10692013
2024-12-30,52.0271,54.07540692
2025-01-02,52.5723,54.16734358
2025-01-03,53.012,54.50110708
2025-01-07,53.0704,55.03241268
2025-01-08,53.2827,54.88384513
2025-01-09,53.8522,55.52215672
2025-01-10,53.8791,55.19913795
2025-01-14,53.9642,55.42716946
2025-01-15,54.3694,56.10704602
2025-01-16,54.76,56.2801376
2025-01-17,54.9113,56.59048755
2025-01-20,54.9852,57.31547277
2025-01-21,55.2999,57.44719511
2025-01-22,55.7611,58.09972053
2025-01-23,56.283,58.58947734
2025-01-24,56.6522,59.34091341
2025-01-27,56.8562,59.66887621
2025-01-28,57.2974,59.79556664
2025-01-29,57.3929,59.74830461
2025-01-30,57.9666,60.50032008
2025-01-31,58.4437,60.62949438
2025-02-03,58.5404,60.05015691
2025-02-04,58.7938,60.99915543
2025-02-05,59.4605,62.00838242
2025-02-06,60.1417,62.39039816
2025-02-07,60.5211,62.80395589
2025-02-10,60.5428,62.43234078
2025-02-11,61.0278,63.0472099
2025-02-12,61.3462,63.44853427
2025-02-13,61.8227,64.31106367
2025-02-14,62.0708,65.2053754
2025-02-17,62.0999,65.09125218
2025-02-18,62.1834,64.99222417
2025-02-19,62.5107,65.21491288
2025-02-20,63.2065,66.06659412
2025-02-21,63.4139,66.38484121
2025-02-24,63.4938,66.43229306
2025-02-25,64.0191,67.24502244
2025-02-26,64.2406,67.41665526
2025-02-27,64.2464,66.91134067
2025-02-28,64.4844,67.12181196
2025-03-05,64.6116,69.49494472
2025-03-06,64.746,70.20667764
2025-03-07,65.2662,70.91237896
2025-03-10,65.4151,70.87987745
2025-03-11,65.6268,71.6316522
2025-03-12,66.2542,72.30983388
2025-03-13,66.4368,72.15102916
2025-03-14,66.5573,72.39836864
2025-03-17,66.788,72.91446324
2025-03-18,67.6344,73.71676159
2025-03-20,67.8583,73.45864549
2025-03-21,68.3116,73.96301866
2025-03-24,68.3936,73.85072534
2025-03-25,68.6994,74.29908809
2025-03-26,69.0188,74.4540305
2025-03-27,69.4387,74.93893942
2025-03-28,69.5664,75.35362881
2025-03-31,69.776,75.45367312
2025-04-01,70.0141,75.6460342
2025-04-02,70.2493,76.23313537
2025-04-03,70.5852,78.48086047
2025-04-04,72.1856,79.31970284
2025-04-07,73.3576,80.06908682
2025-04-08,74.2787,81.04623235
2025-04-09,75.8025,83.69657235
2025-04-10,77.2646,86.30610349
2025-04-11,78.3635,88.85558901
2025-04-14,78.5914,89.30419373
2025-04-15,79.7844,90.38216185
2025-04-16,80.9598,92.0917725
2025-04-21,81.7613,94.00178422
2025-04-22,82.3788,94.55521042
2025-04-23,83.4182,94.77058283
2025-04-24,84.4204,96.0070999
2025-04-25,86.1143,97.8439288
2025-04-28,86.6564,98.59851848
2025-04-29,86.8465,99.01282618
2025-04-30,87.5681,99.48261568
2025-05-02,88.6405,100.69915362
2025-05-05,88.7224,100.58724655
2025-05-06,91.2113,103.45276857
2025-05-07,91.9165,104.45482976
2025-05-08,92.831,104.6483863
2025-05-09,93.0495,104.80258234
2025-05-12,93.0623,103.47876323
2025-05-13,93.5796,104.50688989
2025-05-14,94.1557,105.58808509
2025-05-15,94.3241,105.52791659
2025-05-16,94.763,105.63515899
2025-05-19,94.8024,106.74276228
2025-05-20,94.8556,106.57500938
2025-05-21,94.9652,107.65255072
2025-05-22,95.0189,107.17941882
2025-05-23,95.084,107.79577996
2025-05-26,95.2387,108.38640253
2025-05-27,95.8052,108.58273952
2025-05-28,96.5303,109.0821349
2025-05-29,96.8577,109.99935273
2025-05-30,97.3126,110.22403576
2025-06-03,97.4194,110.91588367
2025-06-04,97.9031,111.89736911
2025-06-05,98.5132,112.93454734
2025-06-06,99.0916,112.86830514
2025-06-09,99.1247,113.13399385
2025-06-10,99.6983,113.93422025
2025-06-11,100.3396,115.20290494
2025-06-12,101.0822,117.08250143
2025-06-13,102.157,117.90450155
2025-06-17,102.8083,118.54311031
2025-06-18,103.7355,119.44624147
2025-06-19,104.5434,120.00327799
2025-06-20,105.4527,121.50049188
2025-06-25,106.1685,123.43362147
2025-06-26,106.862,125.1247158
2025-06-27,107.6245,126.19295498
2025-06-30,108.1891,127.13842086
2025-07-01,108.9785,128.30910633
2025-07-02,109.7724,129.19552845
2025-07-03,110.5569,130.17411633
2025-07-04,111.4186,131.23885475
2025-07-07,112.1278,131.58645841
2025-07-08,112.8285,132.07478553
2025-07-09,113.7505,133.26553578
2025-07-10,114.4115,133.6406408
2025-07-11,115.3279,134.85752658
2025-07-14,115.8446,135.34587996
2025-07-15,116.8191,135.67136635
2025-07-16,117.4036,136.15999913
2025-07-17,118.2874,137.06552475
2025-07-18,119.1446,138.84515961
2025-07-21,119.6662,140.07048376
2025-07-22,120.4239,141.3222636
2025-07-23,121.3469,142.34719451
2025-07-25,122.17,143.403146
2025-07-28,122.8408,142.84173905
2025-07-29,123.8718,142.7349977
2025-07-30,124.5102,142.95389592
2025-07-31,125.4247,143.50090776
2025-08-01,126.2802,145.88646385
2025-08-04,127.1097,147.17396614
2025-08-05,128.2409,148.2041609
2025-08-06,129.0535,150.24666577
2025-08-07,130.0652,151.13186044
2025-08-08,131.1241,152.84218468
2025-08-11,132.3026,153.35855879
2025-08-12,133.5159,155.75964894
2025-08-13,134.4812,157.53127768
2025-08-14,135.6399,158.05574987
2025-08-15,136.8931,160.28265506
2025-08-19,138.1283,161.22197047
2025-08-20,139.4016,162.53250748
2025-08-21,140.66,163.3512712
2025-08-22,141.8843,166.27846769
2025-08-25,143.0381,167.3388428
2025-08-26,144.3732,168.34059493
2025-08-27,145.7453,169.13013338
2025-08-28,147.0825,171.54967387
2025-08-29,148.444,173.66166672
2025-09-01,149.4677,174.93101737
2025-09-02,150.7952,175.87696561
2025-09-03,151.7627,177.0175309
2025-09-04,152.8216,177.84155235
2025-09-05,154.0108,180.88260438
2025-09-08,154.9825,182.09358872
2025-09-09,156.3739,183.33901531
2025-09-10,157.7287,184.87538655
2025-09-11,158.9289,186.58411788
2025-09-12,160.4479,188.02889401
2025-09-16,161.888,191.78385696
2025-09-17,163.6474,193.90744073
2025-09-18,165.4101,194.74392713
2025-09-19,166.5834,195.67552497
2025-09-22,168.4157,198.21517395
2025-09-23,169.9761,200.47321186
2025-09-24,171.8458,201.73493999
2025-09-25,173.7361,202.77608911
2025-09-26,175.6471,205.38766697
2025-09-29,177.6143,208.28473732
2025-09-30,179.4308,210.51359748
2025-10-01,181.3037,212.94300868
2025-10-02,183.1369,214.52290192
2025-10-03,185.3983,217.64833428
2025-10-06,187.2893,219.40192337
2025-10-07,189.2594,220.93574577
2025-10-08,191.3661,222.27746613
2025-10-09,193.2996,223.63797222
2025-10-10,195.2491,226.03597808
2025-10-13,197.2456,228.09086692
2025-10-14,199.1072,230.45264649
2025-10-15,201.4665,234.20077692
2025-10-16,203.742,237.92379534
2025-10-17,205.6754,239.9244676
2025-10-20,207.8938,242.21498744
2025-10-21,210.2825,244.02232712
2025-10-22,212.4837,246.67870184
2025-10-23,214.419,249.02193822
2025-10-24,216.3714,251.65508419
2025-10-27,218.17,253.9040643
2025-10-28,219.8737,256.36174051
2025-10-29,221.7438,258.34261419
2025-10-30,223.6459,258.80974485
2025-10-31,223.9622,258.1477902
2025-11-03,224.3762,258.41406954
2025-11-04,226.1305,259.63399488
2025-11-05,227.5567,261.16227345
2025-11-06,228.4796,263.29303665
2025-11-07,231.0462,267.63929715
2025-11-10,231.0938,267.27615626
2025-11-11,233.0458,270.25622288
2025-11-12,233.5576,270.32890854
2025-11-13,234.8715,273.08039562
2025-11-14,236.4601,274.84230343
2025-11-17,236.8389,274.35655014
2025-11-18,237.7505,275.81435505
2025-11-19,240.3209,277.61389726
2025-11-20,241.578,278.42830812
2025-11-21,243.1105,280.04870937
2025-11-25,243.5727,281.7600279
2025-11-26,244.6504,283.49843701
2025-11-27,245.6697,284.88104081
2025-11-28,247.3003,286.40342343
2025-12-01,247.4071,287.82847199
2025-12-02,249.1989,289.1604356
2025-12-03,251.8867,293.88125062
2025-12-04,254.8705,297.37780199
2025-12-05,257.9287,300.50756979
2025-12-09,262.1036,304.84745508
2025-12-10,265.0662,308.81802697
2025-12-11,267.7499,314.38122258
2025-12-12,270.7893,317.89851452
2025-12-15,273.5861,321.87404665
2025-12-16,276.5769,326.15607509
2025-12-17,279.5629,328.37178671
2025-12-18,282.5128,331.18975544
2025-12-19,285.4024,334.40028403
2025-12-22,288.4494,339.25110832
2025-12-23,291.3524,342.93634242
2025-12-26,294.9699,347.77836119
2025-12-29,298.1431,351.24536754
2025-12-30,301.3709,354.49354854
2026-01-02,304.6796,357.88579854
2026-01-05,308.1546,360.50390344
2026-01-06,311.8814,364.83886172
2026-01-07,321.0323,375.30923096
2026-01-08,325.3894,379.64157466
2026-01-09,330.3751,384.33196133
2026-01-13,336.4596,391.8845899
2026-01-14,339.1495,395.26856776
2026-01-15,341.7425,396.47939622
2026-01-16,344.5071,400.49294882
2026-01-20,347.2631,407.17293001
2026-01-21,349.9272,409.64927522
2026-01-22,352.7063,413.38941891
2026-01-23,355.5528,417.58609701
2026-01-26,358.9247,426.18718878
2026-01-27,361.4906,432.71509291
2026-01-28,363.6623,434.42734695
2026-01-29,367.3069,439.46801357
2026-01-30,370.2544,440.4768495
2026-02-02,372.1057,439.63916349
2026-02-03,375.0825,442.58984835
2026-02-04,378.4582,447.21648577
2026-02-05,381.1074,449.85917496
2026-02-06,382.6318,451.87667684
2026-02-09,385.272,458.8782156
2026-02-10,388.7394,462.78259351
2026-02-11,390.2944,463.0843056
2026-02-12,393.2216,467.33207495
2026-02-13,396.3674,470.28199275
2026-02-18,398.7456,471.4169856
2026-02-19,402.3343,472.83131604
2026-02-20,405.3518,476.70587735
2026-02-23,407.3786,480.80451886
2026-02-24,411.0857,483.91775346
2026-02-25,414.0455,488.60267318
2026-02-26,417.3579,493.11253242
2026-02-27,419.9873,495.60601336
2026-03-02,421.8772,493.53726119
2026-03-03,425.6741,491.49182934
2026-03-04,427.9302,497.42178517
2026-03-05,431.0113,499.61536862
2026-03-06,433.1664,501.72797779
2026-03-09,436.2419,505.41677808
2026-03-10,438.205,510.2108456
2026-03-11,440.9657,510.48835226
2026-03-12,443.2587,510.34147165
2026-03-13,446.8048,511.22064801
2026-03-16,448.3686,514.97823921
2026-03-17,451.5072,520.64198246
2026-03-18,455.2547,524.50804496
2026-03-20,457.0757,527.7944523
2026-03-23,459.4525,533.45651417
2026-03-24,462.6687,536.09422269
2026-03-25,466.6014,540.17044273
2026-03-26,468.5145,541.19046924
2026-03-27,471.7004,543.94131626
2026-03-30,473.8702,542.63824342
2026-03-31,473.9176,545.94833602
2026-04-01,474.0598,550.89541238
2026-04-06,474.5338,547.55980648
2026-04-07,475.0083,549.69860509
2026-04-08,475.9583,556.51900185
2026-04-09,476.4342,556.66095493
2026-04-10,477.1488,560.04863251
2026-04-13,477.6259,559.20917997
2026-04-14,478.5811,564.97934598
2026-04-15,479.7775,565.9839212
2026-04-16,480.2572,565.41160413
2026-04-17,481.2177,568.51540295
2026-04-20,481.6989,567.58099688
2026-04-21,482.7586,567.70963084
2026-04-22,483.3379,567.01335724
2026-04-23,483.8695,566.84344186
2026-04-24,484.7404,567.40318041
2026-04-27,485.2251,569.29520082
2026-04-28,486.1955,569.42730764
2026-04-29,487.1192,569.76384347
2026-04-30,489.5547,574.19381208
2026-05-04,490.0442,574.03777588
2026-05-05,493.3765,577.52186207
2026-05-06,496.8301,583.86976521
2026-05-07,499.8608,588.09622841
2026-05-08,500.4606,589.27233807
2026-05-11,504.9146,595.05195439
2026-05-12,508.6004,596.60352721
2026-05-13,510.7873,598.12171255
2026-05-14,515.18,601.4520428
2026-05-15,517.9619,602.18768455
2026-05-19,520.9142,604.15628916
2026-05-20,523.675,609.34299325
2026-05-21,526.8694,610.3781999
2026-05-22,530.5047,615.50216303
2026-05-25,535.3853,623.49901267
2026-05-26,540.0431,627.70289599
2026-05-27,544.5794,633.48198705
2026-05-28,549.3716,640.14426946
2026-05-29,554.4258,645.67874242
2026-06-01,557.9741,648.24314989
2026-06-02,558.6436,650.5572315
2026-06-03,560.3753,650.50606325
2026-06-04,563.2892,654.86875813
2026-06-05,567.6828,655.38411577
2026-06-09,572.6784,662.24530176
2026-06-10,577.5461,667.37184493
2026-06-11,582.6862,671.42348139
2026-06-12,587.4059,680.08092884
2026-06-15,592.5163,687.69811843
2026-06-16,596.7824,692.05274233
2026-06-17,602.3324,698.22371808
2026-06-18,607.3919,697.36486214
2026-06-19,612.4332,702.4241344
2026-06-22,617.6388,706.91848854
2026-06-23,621.5299,707.43776277
2026-06-25,622.2135,708.39006975
2026-06-26,623.0223,710.10212687
2026-06-30,633.3644,723.27047658
2026-07-01,639.7029,728.48086846
2026-07-02,652.9726,747.3271407
2026-07-03,667.05,763.1919165
2026-07-06,674.9305,770.68289003
2026-07-07,685.9427,783.7787073
2026-07-08,700.2249,798.29139724
2026-07-09,709.6935,811.44935403
2026-07-10,721.3456,823.94258468
2026-07-13,723.999,825.49641981
2026-07-14,725.747,830.63195644
2026-07-15,727.4512,832.24781987
2026-07-16,732.4787,838.0655046
2026-07-17,736.9339,843.19976838
2026-07-20,737.2321,840.70999755
2026-07-21,737.2321,840.85744397
2026-07-22,737.8816,841.84173862
2026-07-23,742.2292,844.21891437
2026-07-27,742.8105,844.75381302
2026-07-28,744.2264,846.07378284
2026-07-29,745.6371,848.82581826
